time,channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8,class,label
17407,-3e-05,-6e-05,-6e-05,-0.00012,0.00027,6e-05,-0.00018,-3e-05,4,10
2516,1e-05,-3e-05,-5e-05,-3e-05,-5e-05,-2e-05,-2e-05,-1e-05,1,10
54070,1e-05,-5e-05,-0.00011,-0.0003,0.00034,-2e-05,-6e-05,-1e-05,5,10
2516,1e-05,-3e-05,-5e-05,-3e-05,-5e-05,-2e-05,-2e-05,-1e-05,1,10
59365,4e-05,3e-05,5e-05,6e-05,0.00015,0.00029,8e-05,0.0,6,10
6334,0.00014,6e-05,7e-05,7e-05,0.0002,-0.0001,0.00019,0.00024,2,10
42833,-0.00016,-1e-05,-1e-05,6e-05,-0.00022,0.00017,0.0002,-0.00011,3,10
6334,0.00014,6e-05,7e-05,7e-05,0.0002,-0.0001,0.00019,0.00024,2,10
17407,-3e-05,-6e-05,-6e-05,-0.00012,0.00027,6e-05,-0.00018,-3e-05,4,10
6334,0.00014,6e-05,7e-05,7e-05,0.0002,-0.0001,0.00019,0.00024,2,10
54070,1e-05,-5e-05,-0.00011,-0.0003,0.00034,-2e-05,-6e-05,-1e-05,5,10
6334,0.00014,6e-05,7e-05,7e-05,0.0002,-0.0001,0.00019,0.00024,2,10
59365,4e-05,3e-05,5e-05,6e-05,0.00015,0.00029,8e-05,0.0,6,10
42833,-0.00016,-1e-05,-1e-05,6e-05,-0.00022,0.00017,0.0002,-0.00011,3,10
17407,-3e-05,-6e-05,-6e-05,-0.00012,0.00027,6e-05,-0.00018,-3e-05,4,10
42833,-0.00016,-1e-05,-1e-05,6e-05,-0.00022,0.00017,0.0002,-0.00011,3,10
54070,1e-05,-5e-05,-0.00011,-0.0003,0.00034,-2e-05,-6e-05,-1e-05,5,10
42833,-0.00016,-1e-05,-1e-05,6e-05,-0.00022,0.00017,0.0002,-0.00011,3,10
59365,4e-05,3e-05,5e-05,6e-05,0.00015,0.00029,8e-05,0.0,6,10
17407,-3e-05,-6e-05,-6e-05,-0.00012,0.00027,6e-05,-0.00018,-3e-05,4,10
54070,1e-05,-5e-05,-0.00011,-0.0003,0.00034,-2e-05,-6e-05,-1e-05,5,10
17407,-3e-05,-6e-05,-6e-05,-0.00012,0.00027,6e-05,-0.00018,-3e-05,4,10
59365,4e-05,3e-05,5e-05,6e-05,0.00015,0.00029,8e-05,0.0,6,10
54070,1e-05,-5e-05,-0.00011,-0.0003,0.00034,-2e-05,-6e-05,-1e-05,5,10
59365,4e-05,3e-05,5e-05,6e-05,0.00015,0.00029,8e-05,0.0,6,10
39692,0.0,0.0,1e-05,4e-05,-4e-05,-1e-05,-3e-05,1e-05,1,11
44182,-0.00099,-0.0001,-2e-05,-0.0008,-0.0001,0.00039,0.00027,-0.0002,2,11
39692,0.0,0.0,1e-05,4e-05,-4e-05,-1e-05,-3e-05,1e-05,1,11
11675,2e-05,-0.00019,-3e-05,-0.00013,0.00024,0.00016,-0.00026,0.00108,3,11
39692,0.0,0.0,1e-05,4e-05,-4e-05,-1e-05,-3e-05,1e-05,1,11
18798,-3e-05,-0.00012,-0.00012,0.00061,0.00084,-0.00039,-0.00017,-9e-05,4,11
39692,0.0,0.0,1e-05,4e-05,-4e-05,-1e-05,-3e-05,1e-05,1,11
62545,-0.00015,8e-05,0.0001,0.00016,0.00022,5e-05,7e-05,4e-05,5,11
39692,0.0,0.0,1e-05,4e-05,-4e-05,-1e-05,-3e-05,1e-05,1,11
31133,-0.00023,-2e-05,-1e-05,-3e-05,-0.00047,-0.00088,-6e-05,-0.00082,6,11
39692,0.0,0.0,1e-05,4e-05,-4e-05,-1e-05,-3e-05,1e-05,1,11
72167,-0.00034,0.0,4e-05,0.00013,4e-05,0.00031,1e-05,0.00069,7,11
44182,-0.00099,-0.0001,-2e-05,-0.0008,-0.0001,0.00039,0.00027,-0.0002,2,11
11675,2e-05,-0.00019,-3e-05,-0.00013,0.00024,0.00016,-0.00026,0.00108,3,11
44182,-0.00099,-0.0001,-2e-05,-0.0008,-0.0001,0.00039,0.00027,-0.0002,2,11
18798,-3e-05,-0.00012,-0.00012,0.00061,0.00084,-0.00039,-0.00017,-9e-05,4,11
44182,-0.00099,-0.0001,-2e-05,-0.0008,-0.0001,0.00039,0.00027,-0.0002,2,11
62545,-0.00015,8e-05,0.0001,0.00016,0.00022,5e-05,7e-05,4e-05,5,11
44182,-0.00099,-0.0001,-2e-05,-0.0008,-0.0001,0.00039,0.00027,-0.0002,2,11
31133,-0.00023,-2e-05,-1e-05,-3e-05,-0.00047,-0.00088,-6e-05,-0.00082,6,11
44182,-0.00099,-0.0001,-2e-05,-0.0008,-0.0001,0.00039,0.00027,-0.0002,2,11
72167,-0.00034,0.0,4e-05,0.00013,4e-05,0.00031,1e-05,0.00069,7,11
11675,2e-05,-0.00019,-3e-05,-0.00013,0.00024,0.00016,-0.00026,0.00108,3,11
18798,-3e-05,-0.00012,-0.00012,0.00061,0.00084,-0.00039,-0.00017,-9e-05,4,11
11675,2e-05,-0.00019,-3e-05,-0.00013,0.00024,0.00016,-0.00026,0.00108,3,11
62545,-0.00015,8e-05,0.0001,0.00016,0.00022,5e-05,7e-05,4e-05,5,11
11675,2e-05,-0.00019,-3e-05,-0.00013,0.00024,0.00016,-0.00026,0.00108,3,11
31133,-0.00023,-2e-05,-1e-05,-3e-05,-0.00047,-0.00088,-6e-05,-0.00082,6,11
11675,2e-05,-0.00019,-3e-05,-0.00013,0.00024,0.00016,-0.00026,0.00108,3,11
72167,-0.00034,0.0,4e-05,0.00013,4e-05,0.00031,1e-05,0.00069,7,11
18798,-3e-05,-0.00012,-0.00012,0.00061,0.00084,-0.00039,-0.00017,-9e-05,4,11
62545,-0.00015,8e-05,0.0001,0.00016,0.00022,5e-05,7e-05,4e-05,5,11
18798,-3e-05,-0.00012,-0.00012,0.00061,0.00084,-0.00039,-0.00017,-9e-05,4,11
31133,-0.00023,-2e-05,-1e-05,-3e-05,-0.00047,-0.00088,-6e-05,-0.00082,6,11
18798,-3e-05,-0.00012,-0.00012,0.00061,0.00084,-0.00039,-0.00017,-9e-05,4,11
72167,-0.00034,0.0,4e-05,0.00013,4e-05,0.00031,1e-05,0.00069,7,11
62545,-0.00015,8e-05,0.0001,0.00016,0.00022,5e-05,7e-05,4e-05,5,11
31133,-0.00023,-2e-05,-1e-05,-3e-05,-0.00047,-0.00088,-6e-05,-0.00082,6,11
62545,-0.00015,8e-05,0.0001,0.00016,0.00022,5e-05,7e-05,4e-05,5,11
72167,-0.00034,0.0,4e-05,0.00013,4e-05,0.00031,1e-05,0.00069,7,11
31133,-0.00023,-2e-05,-1e-05,-3e-05,-0.00047,-0.00088,-6e-05,-0.00082,6,11
72167,-0.00034,0.0,4e-05,0.00013,4e-05,0.00031,1e-05,0.00069,7,11
2594,0.0,3e-05,-1e-05,-2e-05,1e-05,-1e-05,-2e-05,0.0,1,12
6611,0.0,-0.0001,0.0,3e-05,2e-05,-5e-05,-1e-05,2e-05,2,12
2594,0.0,3e-05,-1e-05,-2e-05,1e-05,-1e-05,-2e-05,0.0,1,12
45228,-5e-05,0.00014,1e-05,-3e-05,0.0001,1e-05,5e-05,-0.00017,3,12
2594,0.0,3e-05,-1e-05,-2e-05,1e-05,-1e-05,-2e-05,0.0,1,12
18039,-4e-05,1e-05,-1e-05,-2e-05,-0.00058,0.0001,2e-05,2e-05,4,12
2594,0.0,3e-05,-1e-05,-2e-05,1e-05,-1e-05,-2e-05,0.0,1,12
27496,3e-05,1e-05,-3e-05,-0.00043,-0.00045,-1e-05,7e-05,3e-05,5,12
2594,0.0,3e-05,-1e-05,-2e-05,1e-05,-1e-05,-2e-05,0.0,1,12
64113,8e-05,-1e-05,0.0,1e-05,2e-05,0.00028,8e-05,0.00028,6,12
6611,0.0,-0.0001,0.0,3e-05,2e-05,-5e-05,-1e-05,2e-05,2,12
45228,-5e-05,0.00014,1e-05,-3e-05,0.0001,1e-05,5e-05,-0.00017,3,12
6611,0.0,-0.0001,0.0,3e-05,2e-05,-5e-05,-1e-05,2e-05,2,12
18039,-4e-05,1e-05,-1e-05,-2e-05,-0.00058,0.0001,2e-05,2e-05,4,12
6611,0.0,-0.0001,0.0,3e-05,2e-05,-5e-05,-1e-05,2e-05,2,12
27496,3e-05,1e-05,-3e-05,-0.00043,-0.00045,-1e-05,7e-05,3e-05,5,12
6611,0.0,-0.0001,0.0,3e-05,2e-05,-5e-05,-1e-05,2e-05,2,12
64113,8e-05,-1e-05,0.0,1e-05,2e-05,0.00028,8e-05,0.00028,6,12
45228,-5e-05,0.00014,1e-05,-3e-05,0.0001,1e-05,5e-05,-0.00017,3,12
18039,-4e-05,1e-05,-1e-05,-2e-05,-0.00058,0.0001,2e-05,2e-05,4,12
45228,-5e-05,0.00014,1e-05,-3e-05,0.0001,1e-05,5e-05,-0.00017,3,12
27496,3e-05,1e-05,-3e-05,-0.00043,-0.00045,-1e-05,7e-05,3e-05,5,12
45228,-5e-05,0.00014,1e-05,-3e-05,0.0001,1e-05,5e-05,-0.00017,3,12
64113,8e-05,-1e-05,0.0,1e-05,2e-05,0.00028,8e-05,0.00028,6,12
18039,-4e-05,1e-05,-1e-05,-2e-05,-0.00058,0.0001,2e-05,2e-05,4,12
27496,3e-05,1e-05,-3e-05,-0.00043,-0.00045,-1e-05,7e-05,3e-05,5,12
18039,-4e-05,1e-05,-1e-05,-2e-05,-0.00058,0.0001,2e-05,2e-05,4,12
64113,8e-05,-1e-05,0.0,1e-05,2e-05,0.00028,8e-05,0.00028,6,12
27496,3e-05,1e-05,-3e-05,-0.00043,-0.00045,-1e-05,7e-05,3e-05,5,12
64113,8e-05,-1e-05,0.0,1e-05,2e-05,0.00028,8e-05,0.00028,6,12
39584,2e-05,2e-05,1e-05,-4e-05,-0.00022,-2e-05,0.0,1e-05,1,13
7138,-0.00038,-0.0001,7e-05,-0.00022,-0.00039,-0.00044,-0.00038,-0.00057,2,13
39584,2e-05,2e-05,1e-05,-4e-05,-0.00022,-2e-05,0.0,1e-05,1,13
52938,0.00024,2e-05,3e-05,3e-05,-0.00013,4e-05,0.00022,0.00021,3,13
39584,2e-05,2e-05,1e-05,-4e-05,-0.00022,-2e-05,0.0,1e-05,1,13
61571,-5e-05,-3e-05,0.00012,3e-05,-0.00064,0.00017,6e-05,-4e-05,4,13
39584,2e-05,2e-05,1e-05,-4e-05,-0.00022,-2e-05,0.0,1e-05,1,13
65619,0.0,-0.00013,-0.00017,0.00035,0.00021,0.00014,9e-05,-7e-05,5,13
39584,2e-05,2e-05,1e-05,-4e-05,-0.00022,-2e-05,0.0,1e-05,1,13
35429,4e-05,3e-05,-2e-05,-0.0004,-0.0007,-8e-05,3e-05,2e-05,6,13
7138,-0.00038,-0.0001,7e-05,-0.00022,-0.00039,-0.00044,-0.00038,-0.00057,2,13
52938,0.00024,2e-05,3e-05,3e-05,-0.00013,4e-05,0.00022,0.00021,3,13
7138,-0.00038,-0.0001,7e-05,-0.00022,-0.00039,-0.00044,-0.00038,-0.00057,2,13
61571,-5e-05,-3e-05,0.00012,3e-05,-0.00064,0.00017,6e-05,-4e-05,4,13
7138,-0.00038,-0.0001,7e-05,-0.00022,-0.00039,-0.00044,-0.00038,-0.00057,2,13
65619,0.0,-0.00013,-0.00017,0.00035,0.00021,0.00014,9e-05,-7e-05,5,13
7138,-0.00038,-0.0001,7e-05,-0.00022,-0.00039,-0.00044,-0.00038,-0.00057,2,13
35429,4e-05,3e-05,-2e-05,-0.0004,-0.0007,-8e-05,3e-05,2e-05,6,13
52938,0.00024,2e-05,3e-05,3e-05,-0.00013,4e-05,0.00022,0.00021,3,13
61571,-5e-05,-3e-05,0.00012,3e-05,-0.00064,0.00017,6e-05,-4e-05,4,13
52938,0.00024,2e-05,3e-05,3e-05,-0.00013,4e-05,0.00022,0.00021,3,13
65619,0.0,-0.00013,-0.00017,0.00035,0.00021,0.00014,9e-05,-7e-05,5,13
52938,0.00024,2e-05,3e-05,3e-05,-0.00013,4e-05,0.00022,0.00021,3,13
35429,4e-05,3e-05,-2e-05,-0.0004,-0.0007,-8e-05,3e-05,2e-05,6,13
61571,-5e-05,-3e-05,0.00012,3e-05,-0.00064,0.00017,6e-05,-4e-05,4,13
65619,0.0,-0.00013,-0.00017,0.00035,0.00021,0.00014,9e-05,-7e-05,5,13
61571,-5e-05,-3e-05,0.00012,3e-05,-0.00064,0.00017,6e-05,-4e-05,4,13
35429,4e-05,3e-05,-2e-05,-0.0004,-0.0007,-8e-05,3e-05,2e-05,6,13
65619,0.0,-0.00013,-0.00017,0.00035,0.00021,0.00014,9e-05,-7e-05,5,13
35429,4e-05,3e-05,-2e-05,-0.0004,-0.0007,-8e-05,3e-05,2e-05,6,13
1702,0.0,0.0,1e-05,-5e-05,1e-05,-2e-05,-1e-05,-2e-05,1,14
6873,7e-05,3e-05,-5e-05,0.00053,-0.00015,-2e-05,2e-05,-3e-05,2,14
1702,0.0,0.0,1e-05,-5e-05,1e-05,-2e-05,-1e-05,-2e-05,1,14
39707,1e-05,-4e-05,2e-05,0.0,-0.00018,-4e-05,0.00025,7e-05,3,14
1702,0.0,0.0,1e-05,-5e-05,1e-05,-2e-05,-1e-05,-2e-05,1,14
39673,-7e-05,-2e-05,-0.00013,-0.00057,0.00031,0.00041,3e-05,0.0,4,14
1702,0.0,0.0,1e-05,-5e-05,1e-05,-2e-05,-1e-05,-2e-05,1,14
43159,2e-05,-9e-05,-3e-05,2e-05,0.0,5e-05,-2e-05,-2e-05,5,14
1702,0.0,0.0,1e-05,-5e-05,1e-05,-2e-05,-1e-05,-2e-05,1,14
47718,0.0002,9e-05,9e-05,0.00011,0.00023,0.00018,0.00044,0.00067,6,14
6873,7e-05,3e-05,-5e-05,0.00053,-0.00015,-2e-05,2e-05,-3e-05,2,14
39707,1e-05,-4e-05,2e-05,0.0,-0.00018,-4e-05,0.00025,7e-05,3,14
6873,7e-05,3e-05,-5e-05,0.00053,-0.00015,-2e-05,2e-05,-3e-05,2,14
39673,-7e-05,-2e-05,-0.00013,-0.00057,0.00031,0.00041,3e-05,0.0,4,14
6873,7e-05,3e-05,-5e-05,0.00053,-0.00015,-2e-05,2e-05,-3e-05,2,14
43159,2e-05,-9e-05,-3e-05,2e-05,0.0,5e-05,-2e-05,-2e-05,5,14
6873,7e-05,3e-05,-5e-05,0.00053,-0.00015,-2e-05,2e-05,-3e-05,2,14
47718,0.0002,9e-05,9e-05,0.00011,0.00023,0.00018,0.00044,0.00067,6,14
39707,1e-05,-4e-05,2e-05,0.0,-0.00018,-4e-05,0.00025,7e-05,3,14
39673,-7e-05,-2e-05,-0.00013,-0.00057,0.00031,0.00041,3e-05,0.0,4,14
39707,1e-05,-4e-05,2e-05,0.0,-0.00018,-4e-05,0.00025,7e-05,3,14
43159,2e-05,-9e-05,-3e-05,2e-05,0.0,5e-05,-2e-05,-2e-05,5,14
39707,1e-05,-4e-05,2e-05,0.0,-0.00018,-4e-05,0.00025,7e-05,3,14
47718,0.0002,9e-05,9e-05,0.00011,0.00023,0.00018,0.00044,0.00067,6,14
39673,-7e-05,-2e-05,-0.00013,-0.00057,0.00031,0.00041,3e-05,0.0,4,14
43159,2e-05,-9e-05,-3e-05,2e-05,0.0,5e-05,-2e-05,-2e-05,5,14
39673,-7e-05,-2e-05,-0.00013,-0.00057,0.00031,0.00041,3e-05,0.0,4,14
47718,0.0002,9e-05,9e-05,0.00011,0.00023,0.00018,0.00044,0.00067,6,14
43159,2e-05,-9e-05,-3e-05,2e-05,0.0,5e-05,-2e-05,-2e-05,5,14
47718,0.0002,9e-05,9e-05,0.00011,0.00023,0.00018,0.00044,0.00067,6,14
28603,0.0,0.0,-1e-05,0.0,1e-05,-1e-05,0.0,-1e-05,1,15
4747,0.00016,-0.00036,0.0,-5e-05,-0.0004,-2e-05,-0.00046,-0.00067,2,15
28603,0.0,0.0,-1e-05,0.0,1e-05,-1e-05,0.0,-1e-05,1,15
39968,-0.00022,-0.00076,-0.00024,-9e-05,8e-05,0.0001,-5e-05,-0.0001,3,15
28603,0.0,0.0,-1e-05,0.0,1e-05,-1e-05,0.0,-1e-05,1,15
14872,-1e-05,0.0,1e-05,4e-05,-0.00067,0.00093,0.00015,6e-05,4,15
28603,0.0,0.0,-1e-05,0.0,1e-05,-1e-05,0.0,-1e-05,1,15
49521,4e-05,0.00014,3e-05,0.00015,6e-05,0.00011,0.00015,4e-05,5,15
28603,0.0,0.0,-1e-05,0.0,1e-05,-1e-05,0.0,-1e-05,1,15
22989,2e-05,2e-05,1e-05,7e-05,0.00021,-0.00024,3e-05,0.00045,6,15
4747,0.00016,-0.00036,0.0,-5e-05,-0.0004,-2e-05,-0.00046,-0.00067,2,15
39968,-0.00022,-0.00076,-0.00024,-9e-05,8e-05,0.0001,-5e-05,-0.0001,3,15
4747,0.00016,-0.00036,0.0,-5e-05,-0.0004,-2e-05,-0.00046,-0.00067,2,15
14872,-1e-05,0.0,1e-05,4e-05,-0.00067,0.00093,0.00015,6e-05,4,15
4747,0.00016,-0.00036,0.0,-5e-05,-0.0004,-2e-05,-0.00046,-0.00067,2,15
49521,4e-05,0.00014,3e-05,0.00015,6e-05,0.00011,0.00015,4e-05,5,15
4747,0.00016,-0.00036,0.0,-5e-05,-0.0004,-2e-05,-0.00046,-0.00067,2,15
22989,2e-05,2e-05,1e-05,7e-05,0.00021,-0.00024,3e-05,0.00045,6,15
39968,-0.00022,-0.00076,-0.00024,-9e-05,8e-05,0.0001,-5e-05,-0.0001,3,15
14872,-1e-05,0.0,1e-05,4e-05,-0.00067,0.00093,0.00015,6e-05,4,15
39968,-0.00022,-0.00076,-0.00024,-9e-05,8e-05,0.0001,-5e-05,-0.0001,3,15
49521,4e-05,0.00014,3e-05,0.00015,6e-05,0.00011,0.00015,4e-05,5,15
39968,-0.00022,-0.00076,-0.00024,-9e-05,8e-05,0.0001,-5e-05,-0.0001,3,15
22989,2e-05,2e-05,1e-05,7e-05,0.00021,-0.00024,3e-05,0.00045,6,15
14872,-1e-05,0.0,1e-05,4e-05,-0.00067,0.00093,0.00015,6e-05,4,15
49521,4e-05,0.00014,3e-05,0.00015,6e-05,0.00011,0.00015,4e-05,5,15
14872,-1e-05,0.0,1e-05,4e-05,-0.00067,0.00093,0.00015,6e-05,4,15
22989,2e-05,2e-05,1e-05,7e-05,0.00021,-0.00024,3e-05,0.00045,6,15
49521,4e-05,0.00014,3e-05,0.00015,6e-05,0.00011,0.00015,4e-05,5,15
22989,2e-05,2e-05,1e-05,7e-05,0.00021,-0.00024,3e-05,0.00045,6,15
1841,0.0,-2e-05,-3e-05,-1e-05,-1e-05,1e-05,0.0,0.0,1,16
36020,-3e-05,-7e-05,-1e-05,-0.00018,-0.00031,-0.00035,-0.00013,-6e-05,2,16
1841,0.0,-2e-05,-3e-05,-1e-05,-1e-05,1e-05,0.0,0.0,1,16
9393,0.00021,0.00011,0.0,-2e-05,9e-05,6e-05,-5e-05,0.0,3,16
1841,0.0,-2e-05,-3e-05,-1e-05,-1e-05,1e-05,0.0,0.0,1,16
14120,3e-05,1e-05,1e-05,0.00015,0.00034,-0.00015,-7e-05,-1e-05,4,16
1841,0.0,-2e-05,-3e-05,-1e-05,-1e-05,1e-05,0.0,0.0,1,16
21923,2e-05,2e-05,-8e-05,-0.0001,0.00024,1e-05,1e-05,3e-05,5,16
1841,0.0,-2e-05,-3e-05,-1e-05,-1e-05,1e-05,0.0,0.0,1,16
54468,-0.00014,4e-05,4e-05,2e-05,1e-05,0.0,-6e-05,-0.00015,6,16
36020,-3e-05,-7e-05,-1e-05,-0.00018,-0.00031,-0.00035,-0.00013,-6e-05,2,16
9393,0.00021,0.00011,0.0,-2e-05,9e-05,6e-05,-5e-05,0.0,3,16
36020,-3e-05,-7e-05,-1e-05,-0.00018,-0.00031,-0.00035,-0.00013,-6e-05,2,16
14120,3e-05,1e-05,1e-05,0.00015,0.00034,-0.00015,-7e-05,-1e-05,4,16
36020,-3e-05,-7e-05,-1e-05,-0.00018,-0.00031,-0.00035,-0.00013,-6e-05,2,16
21923,2e-05,2e-05,-8e-05,-0.0001,0.00024,1e-05,1e-05,3e-05,5,16
36020,-3e-05,-7e-05,-1e-05,-0.00018,-0.00031,-0.00035,-0.00013,-6e-05,2,16
54468,-0.00014,4e-05,4e-05,2e-05,1e-05,0.0,-6e-05,-0.00015,6,16
9393,0.00021,0.00011,0.0,-2e-05,9e-05,6e-05,-5e-05,0.0,3,16
14120,3e-05,1e-05,1e-05,0.00015,0.00034,-0.00015,-7e-05,-1e-05,4,16
9393,0.00021,0.00011,0.0,-2e-05,9e-05,6e-05,-5e-05,0.0,3,16
21923,2e-05,2e-05,-8e-05,-0.0001,0.00024,1e-05,1e-05,3e-05,5,16
9393,0.00021,0.00011,0.0,-2e-05,9e-05,6e-05,-5e-05,0.0,3,16
54468,-0.00014,4e-05,4e-05,2e-05,1e-05,0.0,-6e-05,-0.00015,6,16
14120,3e-05,1e-05,1e-05,0.00015,0.00034,-0.00015,-7e-05,-1e-05,4,16
21923,2e-05,2e-05,-8e-05,-0.0001,0.00024,1e-05,1e-05,3e-05,5,16
14120,3e-05,1e-05,1e-05,0.00015,0.00034,-0.00015,-7e-05,-1e-05,4,16
54468,-0.00014,4e-05,4e-05,2e-05,1e-05,0.0,-6e-05,-0.00015,6,16
21923,2e-05,2e-05,-8e-05,-0.0001,0.00024,1e-05,1e-05,3e-05,5,16
54468,-0.00014,4e-05,4e-05,2e-05,1e-05,0.0,-6e-05,-0.00015,6,16
36962,-1e-05,1e-05,8e-05,2e-05,0.0,-3e-05,-2e-05,0.0,1,17
5404,-1e-05,0.0,-4e-05,2e-05,-2e-05,-1e-05,8e-05,2e-05,2,17
36962,-1e-05,1e-05,8e-05,2e-05,0.0,-3e-05,-2e-05,0.0,1,17
14276,0.00017,0.00018,8e-05,1e-05,-0.0002,-0.00014,-0.00018,-0.00036,3,17
36962,-1e-05,1e-05,8e-05,2e-05,0.0,-3e-05,-2e-05,0.0,1,17
20674,-4e-05,-5e-05,-6e-05,-0.00033,-0.00079,-0.00021,-2e-05,3e-05,4,17
36962,-1e-05,1e-05,8e-05,2e-05,0.0,-3e-05,-2e-05,0.0,1,17
59708,0.0,-2e-05,-0.00011,-0.00028,-0.00023,-0.00011,-7e-05,-6e-05,5,17
36962,-1e-05,1e-05,8e-05,2e-05,0.0,-3e-05,-2e-05,0.0,1,17
31696,0.0,-5e-05,-2e-05,2e-05,0.00013,3e-05,0.0,-0.00021,6,17
5404,-1e-05,0.0,-4e-05,2e-05,-2e-05,-1e-05,8e-05,2e-05,2,17
14276,0.00017,0.00018,8e-05,1e-05,-0.0002,-0.00014,-0.00018,-0.00036,3,17
5404,-1e-05,0.0,-4e-05,2e-05,-2e-05,-1e-05,8e-05,2e-05,2,17
20674,-4e-05,-5e-05,-6e-05,-0.00033,-0.00079,-0.00021,-2e-05,3e-05,4,17
5404,-1e-05,0.0,-4e-05,2e-05,-2e-05,-1e-05,8e-05,2e-05,2,17
59708,0.0,-2e-05,-0.00011,-0.00028,-0.00023,-0.00011,-7e-05,-6e-05,5,17
5404,-1e-05,0.0,-4e-05,2e-05,-2e-05,-1e-05,8e-05,2e-05,2,17
31696,0.0,-5e-05,-2e-05,2e-05,0.00013,3e-05,0.0,-0.00021,6,17
14276,0.00017,0.00018,8e-05,1e-05,-0.0002,-0.00014,-0.00018,-0.00036,3,17
20674,-4e-05,-5e-05,-6e-05,-0.00033,-0.00079,-0.00021,-2e-05,3e-05,4,17
14276,0.00017,0.00018,8e-05,1e-05,-0.0002,-0.00014,-0.00018,-0.00036,3,17
59708,0.0,-2e-05,-0.00011,-0.00028,-0.00023,-0.00011,-7e-05,-6e-05,5,17
14276,0.00017,0.00018,8e-05,1e-05,-0.0002,-0.00014,-0.00018,-0.00036,3,17
31696,0.0,-5e-05,-2e-05,2e-05,0.00013,3e-05,0.0,-0.00021,6,17
20674,-4e-05,-5e-05,-6e-05,-0.00033,-0.00079,-0.00021,-2e-05,3e-05,4,17
59708,0.0,-2e-05,-0.00011,-0.00028,-0.00023,-0.00011,-7e-05,-6e-05,5,17
20674,-4e-05,-5e-05,-6e-05,-0.00033,-0.00079,-0.00021,-2e-05,3e-05,4,17
31696,0.0,-5e-05,-2e-05,2e-05,0.00013,3e-05,0.0,-0.00021,6,17
59708,0.0,-2e-05,-0.00011,-0.00028,-0.00023,-0.00011,-7e-05,-6e-05,5,17
31696,0.0,-5e-05,-2e-05,2e-05,0.00013,3e-05,0.0,-0.00021,6,17
3334,-4e-05,-4e-05,1e-05,-3e-05,-4e-05,-3e-05,-2e-05,-1e-05,1,18
5358,0.00018,0.0,3e-05,-0.00051,-6e-05,0.00012,-0.00014,1e-05,2,18
3334,-4e-05,-4e-05,1e-05,-3e-05,-4e-05,-3e-05,-2e-05,-1e-05,1,18
12265,-1e-05,3e-05,2e-05,-2e-05,-4e-05,-0.00019,7e-05,-0.00021,3,18
3334,-4e-05,-4e-05,1e-05,-3e-05,-4e-05,-3e-05,-2e-05,-1e-05,1,18
16683,-4e-05,-4e-05,-3e-05,0.00017,0.0004,-0.00015,-0.0001,-6e-05,4,18
3334,-4e-05,-4e-05,1e-05,-3e-05,-4e-05,-3e-05,-2e-05,-1e-05,1,18
59606,-9e-05,-0.0002,6e-05,0.00029,-0.00011,-7e-05,-4e-05,-1e-05,5,18
3334,-4e-05,-4e-05,1e-05,-3e-05,-4e-05,-3e-05,-2e-05,-1e-05,1,18
65883,-4e-05,-3e-05,2e-05,-4e-05,4e-05,-0.00087,9e-05,8e-05,6,18
5358,0.00018,0.0,3e-05,-0.00051,-6e-05,0.00012,-0.00014,1e-05,2,18
12265,-1e-05,3e-05,2e-05,-2e-05,-4e-05,-0.00019,7e-05,-0.00021,3,18
5358,0.00018,0.0,3e-05,-0.00051,-6e-05,0.00012,-0.00014,1e-05,2,18
16683,-4e-05,-4e-05,-3e-05,0.00017,0.0004,-0.00015,-0.0001,-6e-05,4,18
5358,0.00018,0.0,3e-05,-0.00051,-6e-05,0.00012,-0.00014,1e-05,2,18
59606,-9e-05,-0.0002,6e-05,0.00029,-0.00011,-7e-05,-4e-05,-1e-05,5,18
5358,0.00018,0.0,3e-05,-0.00051,-6e-05,0.00012,-0.00014,1e-05,2,18
65883,-4e-05,-3e-05,2e-05,-4e-05,4e-05,-0.00087,9e-05,8e-05,6,18
12265,-1e-05,3e-05,2e-05,-2e-05,-4e-05,-0.00019,7e-05,-0.00021,3,18
16683,-4e-05,-4e-05,-3e-05,0.00017,0.0004,-0.00015,-0.0001,-6e-05,4,18
12265,-1e-05,3e-05,2e-05,-2e-05,-4e-05,-0.00019,7e-05,-0.00021,3,18
59606,-9e-05,-0.0002,6e-05,0.00029,-0.00011,-7e-05,-4e-05,-1e-05,5,18
12265,-1e-05,3e-05,2e-05,-2e-05,-4e-05,-0.00019,7e-05,-0.00021,3,18
65883,-4e-05,-3e-05,2e-05,-4e-05,4e-05,-0.00087,9e-05,8e-05,6,18
16683,-4e-05,-4e-05,-3e-05,0.00017,0.0004,-0.00015,-0.0001,-6e-05,4,18
59606,-9e-05,-0.0002,6e-05,0.00029,-0.00011,-7e-05,-4e-05,-1e-05,5,18
16683,-4e-05,-4e-05,-3e-05,0.00017,0.0004,-0.00015,-0.0001,-6e-05,4,18
65883,-4e-05,-3e-05,2e-05,-4e-05,4e-05,-0.00087,9e-05,8e-05,6,18
59606,-9e-05,-0.0002,6e-05,0.00029,-0.00011,-7e-05,-4e-05,-1e-05,5,18
65883,-4e-05,-3e-05,2e-05,-4e-05,4e-05,-0.00087,9e-05,8e-05,6,18
1581,-2e-05,1e-05,-2e-05,-1e-05,4e-05,-2e-05,0.0,-1e-05,1,19
